OrderID,OrderDate,Region,Category,Product,CustomerSegment,SalesChannel,UnitsSold,UnitPrice,Revenue,Cost,Profit,CustomerSatisfaction
ORD-50207,2022-08-15,Europe,Home & Office,Ergonomic Chair,SMB,Direct Web,4,343.77,1375.09,810.76,564.33,4.5
ORD-50208,2022-08-17,North America,Electronics,Noise-Cancelling Headphones,Consumer,Paid Ads,2,262.41,524.81,298.94,225.87,4.3
ORD-50209,2022-08-17,Europe,Apparel,Performance Jacket,Consumer,Organic Search,3,154.86,464.57,339.88,124.69,4.9
ORD-50210,2022-08-17,Latin America,Home & Office,Standing Desk,Consumer,Paid Ads,5,595.44,2977.19,1462.14,1515.05,3.9
ORD-50211,2022-08-18,Asia-Pacific,Electronics,Pro Laptop,Consumer,Paid Ads,1,1140.85,1140.85,832.99,307.86,3.9
ORD-50212,2022-08-18,Europe,Beauty & Care,Mineral Sunscreen,Consumer,Affiliate,1,31.93,31.93,22.2,9.73,5.0
ORD-50213,2022-08-18,Europe,Home & Office,Ergonomic Chair,SMB,Organic Search,1,363.85,363.85,289.69,74.16,3.6
ORD-50214,2022-08-19,North America,Apparel,Trail Shoes,Consumer,Organic Search,2,125.15,250.31,182.7,67.61,2.8
ORD-50215,2022-08-22,Europe,Electronics,Ultra HD Monitor,Enterprise,Organic Search,3,444.96,1334.88,710.57,624.31,3.8
ORD-50216,2022-08-23,Asia-Pacific,Home & Office,Desk Lamp,Enterprise,Direct Web,2,66.72,133.44,94.61,38.83,
ORD-50217,2022-08-26,Europe,Beauty & Care,Serum Pack,SMB,Paid Ads,1,81.69,81.69,39.23,42.46,5.0
ORD-50218,2022-08-27,Europe,Electronics,Noise-Cancelling Headphones,Consumer,Organic Search,3,243.26,729.77,490.58,239.19,4.8
ORD-50219,2022-08-28,Asia-Pacific,Beauty & Care,Face Cleanser,SMB,Organic Search,1,26.77,26.77,20.72,6.05,4.5
ORD-50220,2022-08-29,North America,Electronics,Ultra HD Monitor,Enterprise,Organic Search,3,471.05,1413.14,962.37,450.77,4.4
ORD-50221,2022-08-29,Europe,Home & Office,Standing Desk,Enterprise,Paid Ads,5,627.34,3136.68,1801.19,1335.49,4.1
ORD-50222,2022-08-31,Asia-Pacific,Beauty & Care,Hydration Cream,SMB,Direct Web,1,45.29,45.29,28.2,17.09,
ORD-50223,2022-09-03,North America,Home & Office,Desk Lamp,Consumer,Affiliate,1,67.28,67.28,41.67,25.61,4.7
ORD-50224,2022-09-05,Asia-Pacific,Electronics,Smart Watch,Enterprise,Organic Search,2,294.31,588.62,392.34,196.28,3.1
ORD-50225,2022-09-06,Latin America,Beauty & Care,Hydration Cream,Enterprise,Organic Search,2,42.78,85.56,66.65,18.91,5.0
ORD-50226,2022-09-08,North America,Beauty & Care,Hydration Cream,SMB,Affiliate,1,46.0,46.0,24.84,21.16,3.3
ORD-50227,2022-09-12,Europe,Electronics,Noise-Cancelling Headphones,Consumer,Paid Ads,3,260.42,781.27,601.58,179.69,5.0
ORD-50228,2022-09-12,Europe,Electronics,Ultra HD Monitor,Consumer,Affiliate,2,447.65,895.3,459.76,435.54,3.7
ORD-50229,2022-09-14,Europe,Apparel,Merino Sweater,Enterprise,Direct Web,4,106.9,427.58,262.43,165.15,3.6
ORD-50230,2022-09-15,North America,Electronics,Pro Laptop,Consumer,Organic Search,2,1231.84,2463.69,1221.02,1242.67,4.0
ORD-50231,2022-09-17,North America,Home & Office,Standing Desk,SMB,Affiliate,1,618.42,618.42,472.08,146.34,3.6
ORD-50232,2022-09-17,North America,Electronics,Ultra HD Monitor,SMB,Organic Search,3,467.64,1402.91,817.78,585.13,
ORD-50233,2022-09-19,Europe,Beauty & Care,Hydration Cream,SMB,Paid Ads,1,46.89,46.89,26.58,20.31,5.0
ORD-50234,2022-09-19,North America,Apparel,Merino Sweater,Consumer,Organic Search,2,105.31,210.63,113.85,96.78,2.5
ORD-50235,2022-09-20,Latin America,Beauty & Care,Face Cleanser,Consumer,Paid Ads,1,26.73,26.73,12.55,14.18,3.6
ORD-50236,2022-09-20,Asia-Pacific,Electronics,Smart Watch,Consumer,Organic Search,1,287.29,287.29,144.91,142.38,3.8
ORD-50237,2022-09-21,North America,Beauty & Care,Face Cleanser,Consumer,Organic Search,2,29.38,58.77,43.98,14.79,3.6
ORD-50238,2022-09-22,Europe,Beauty & Care,Face Cleanser,Consumer,Paid Ads,2,27.04,54.08,,15.16,5.0
ORD-50239,2022-09-25,Latin America,Home & Office,Coffee Maker,Enterprise,Direct Web,2,186.1,372.2,271.82,100.38,3.4
ORD-50240,2022-09-28,Europe,Home & Office,Standing Desk,Consumer,Direct Web,1,590.03,590.03,348.48,241.55,3.0
ORD-50241,2022-09-29,Europe,Beauty & Care,Face Cleanser,Consumer,Affiliate,3,28.97,86.92,46.86,40.06,5.0
ORD-50242,2022-10-01,Asia-Pacific,Beauty & Care,Serum Pack,Consumer,Organic Search,1,85.07,85.07,46.39,38.68,3.3
ORD-50243,2022-10-03,North America,Beauty & Care,Hydration Cream,Consumer,Paid Ads,8,45.99,367.96,254.82,113.14,4.7
ORD-50244,2022-10-03,North America,Beauty & Care,Mineral Sunscreen,Consumer,Organic Search,2,31.42,62.84,32.52,30.32,4.5
ORD-50245,2022-10-05,North America,Electronics,Ultra HD Monitor,Enterprise,Affiliate,1,463.43,463.43,283.15,180.28,3.8
ORD-50246,2022-10-06,North America,Beauty & Care,Face Cleanser,SMB,Paid Ads,3,29.26,87.78,40.7,47.08,5.0
ORD-50247,2022-10-07,Asia-Pacific,Electronics,Ultra HD Monitor,SMB,Affiliate,4,445.92,1783.7,1316.54,467.16,5.0
ORD-50248,2022-10-08,Latin America,Home & Office,Ergonomic Chair,SMB,Organic Search,5,334.01,1670.06,1216.48,453.58,4.2
ORD-50249,2022-10-09,Europe,Beauty & Care,Serum Pack,Consumer,Organic Search,1,84.67,84.67,62.5,22.17,4.2
ORD-50250,2022-10-09,North America,Beauty & Care,Serum Pack,Consumer,Organic Search,3,85.27,255.82,191.0,64.82,3.2
ORD-50251,2022-10-10,Europe,Beauty & Care,Face Cleanser,SMB,Direct Web,1,28.41,28.41,22.15,6.26,4.2
ORD-50252,2022-10-11,North America,Electronics,Ultra HD Monitor,SMB,Organic Search,1,437.7,437.7,221.72,215.98,3.3
ORD-50253,2022-10-13,Europe,Beauty & Care,Serum Pack,Consumer,Paid Ads,1,86.47,86.47,44.74,41.73,3.8
ORD-50254,2022-10-13,North America,Apparel,Trail Shoes,SMB,Organic Search,1,124.58,124.58,87.67,36.91,3.8
ORD-50255,2022-10-15,North America,Apparel,Performance Jacket,SMB,Direct Web,1,156.49,156.49,99.48,57.01,3.2
ORD-50256,2022-10-16,Asia-Pacific,Home & Office,Desk Lamp,SMB,Organic Search,8,67.9,543.22,375.01,168.21,3.3
ORD-50257,2022-10-18,Europe,Electronics,Smart Watch,Enterprise,Paid Ads,1,309.99,309.99,156.57,153.42,4.5
ORD-50258,2022-10-21,Europe,Electronics,Noise-Cancelling Headphones,SMB,Direct Web,1,240.46,240.46,152.31,88.15,5.0
ORD-50259,2022-10-25,Europe,Home & Office,Desk Lamp,SMB,Affiliate,5,63.65,318.27,192.97,125.3,4.2
ORD-50260,2022-10-27,Asia-Pacific,Apparel,Performance Jacket,Consumer,Organic Search,1,158.47,158.47,106.85,51.62,4.5
ORD-50261,2022-10-29,Asia-Pacific,Home & Office,Ergonomic Chair,SMB,Organic Search,1,362.81,362.81,170.12,192.69,4.7
ORD-50262,2022-10-29,Asia-Pacific,Home & Office,Coffee Maker,Consumer,Direct Web,1,181.0,181.0,132.68,48.32,3.7
ORD-50263,2022-10-30,North America,Beauty & Care,Serum Pack,SMB,Direct Web,1,86.94,86.94,41.34,45.6,
ORD-50264,2022-11-03,North America,Beauty & Care,Face Cleanser,Consumer,Organic Search,3,26.82,80.45,57.16,23.29,5.0
ORD-50265,2022-11-03,Asia-Pacific,Apparel,Performance Jacket,Enterprise,Affiliate,3,156.56,469.68,236.95,232.73,5.0
ORD-50266,2022-11-03,Europe,Apparel,Trail Shoes,Consumer,Organic Search,1,130.61,130.61,98.8,31.81,4.3
ORD-50267,2022-11-03,North America,Apparel,Performance Jacket,Enterprise,Direct Web,1,157.98,157.98,79.49,78.49,4.0
ORD-50268,2022-11-10,North America,Home & Office,Ergonomic Chair,Consumer,Paid Ads,5,367.47,1837.34,1080.51,756.83,5.0
ORD-50269,2022-11-12,North America,Home & Office,Ergonomic Chair,Enterprise,Organic Search,1,367.41,367.41,182.54,184.87,4.0
ORD-50270,2022-11-12,North America,Home & Office,Coffee Maker,Consumer,Organic Search,2,180.71,361.41,245.38,116.03,4.2
ORD-50271,2022-11-13,Asia-Pacific,Electronics,Noise-Cancelling Headphones,Enterprise,Paid Ads,4,245.92,983.67,694.71,288.96,4.6
ORD-50272,2022-11-15,Asia-Pacific,Electronics,Smart Watch,Consumer,Direct Web,1,291.5,291.5,160.39,131.11,4.4
ORD-50273,2022-11-17,Asia-Pacific,Beauty & Care,Hydration Cream,Enterprise,Paid Ads,1,46.95,46.95,35.16,11.79,4.3
ORD-50274,2022-11-17,Europe,Home & Office,Standing Desk,Consumer,Direct Web,2,615.81,1231.62,569.25,662.37,5.0
ORD-50275,2022-11-19,Asia-Pacific,Beauty & Care,Face Cleanser,Enterprise,Organic Search,2,28.77,57.53,43.31,14.22,4.2
ORD-50276,2022-11-19,North America,Home & Office,Coffee Maker,SMB,Paid Ads,2,185.22,370.43,184.78,185.65,4.9
ORD-50277,2022-11-20,Asia-Pacific,Electronics,Smart Watch,Consumer,Organic Search,1,294.85,294.85,159.72,135.13,3.8
ORD-50278,2022-11-23,North America,Apparel,Performance Jacket,Enterprise,Direct Web,3,163.79,491.36,337.77,153.59,5.0
ORD-50279,2022-11-23,North America,Beauty & Care,Hydration Cream,Enterprise,Organic Search,1,43.13,43.13,32.62,10.51,4.0
ORD-50280,2022-11-24,Asia-Pacific,Beauty & Care,Face Cleanser,Enterprise,Direct Web,2,29.01,58.02,43.92,14.1,3.9
ORD-50281,2022-11-24,North America,Beauty & Care,Face Cleanser,Consumer,Direct Web,2,28.46,56.92,41.55,15.37,3.4
ORD-50282,2022-11-25,Europe,Beauty & Care,Face Cleanser,Consumer,Organic Search,1,28.78,28.78,14.72,14.06,3.7
ORD-50283,2022-11-26,North America,Electronics,Pro Laptop,SMB,Organic Search,4,1227.1,4908.41,2963.55,1944.86,5.0
ORD-50284,2022-11-27,North America,Home & Office,Desk Lamp,SMB,Affiliate,1,63.08,63.08,33.74,29.34,3.6
ORD-50285,2022-11-29,North America,Home & Office,Standing Desk,SMB,Organic Search,2,606.61,1213.22,732.5,480.72,4.8
ORD-50286,2022-12-01,North America,Beauty & Care,Hydration Cream,Consumer,Organic Search,4,46.81,187.23,,40.39,4.5
ORD-50287,2022-12-01,Europe,Home & Office,Desk Lamp,Consumer,Paid Ads,2,64.6,129.21,70.46,58.75,3.4
ORD-50288,2022-12-01,North America,Apparel,Classic Tee,Enterprise,Paid Ads,1,34.87,34.87,27.87,7.0,3.4
ORD-50289,2022-12-02,Latin America,Apparel,Performance Jacket,SMB,Organic Search,3,157.5,472.49,284.79,187.7,4.0
ORD-50290,2022-12-02,North America,Electronics,Noise-Cancelling Headphones,SMB,Direct Web,2,254.26,508.51,371.99,136.52,5.0
ORD-50291,2022-12-02,Europe,Home & Office,Standing Desk,Consumer,Direct Web,1,591.57,591.57,357.56,234.01,3.9
ORD-50292,2022-12-04,Asia-Pacific,Home & Office,Coffee Maker,Consumer,Affiliate,2,176.24,352.48,160.33,192.15,3.7
ORD-50293,2022-12-05,Latin America,Apparel,Classic Tee,Enterprise,Paid Ads,1,36.3,36.3,16.35,19.95,3.6
ORD-50294,2022-12-06,Asia-Pacific,Home & Office,Ergonomic Chair,Enterprise,Paid Ads,3,349.85,1049.56,741.05,308.51,5.0
ORD-50295,2022-12-06,North America,Electronics,Noise-Cancelling Headphones,Consumer,Affiliate,1,256.47,256.47,129.48,126.99,5.0
ORD-50296,2022-12-06,North America,Home & Office,Ergonomic Chair,SMB,Organic Search,1,341.03,341.03,200.18,140.85,3.9
ORD-50297,2022-12-07,Asia-Pacific,Apparel,Trail Shoes,SMB,Organic Search,1,135.67,135.67,93.13,42.54,5.0
ORD-50298,2022-12-09,North America,Electronics,Pro Laptop,SMB,Organic Search,2,1195.36,2390.71,1678.12,712.59,5.0
ORD-50299,2022-12-13,North America,Home & Office,Standing Desk,SMB,Affiliate,2,616.87,1233.74,772.5,461.24,3.4
ORD-50300,2022-12-14,Europe,Home & Office,Standing Desk,SMB,Organic Search,10,573.14,5731.41,2767.63,2963.78,5.0
ORD-50301,2022-12-14,North America,Home & Office,Coffee Maker,SMB,Paid Ads,1,177.75,177.75,81.44,96.31,3.3
ORD-50302,2022-12-14,North America,Home & Office,Standing Desk,Consumer,Direct Web,1,606.54,606.54,470.21,136.33,4.1
ORD-50303,2022-12-15,Europe,Home & Office,Standing Desk,Enterprise,Affiliate,2,613.68,1227.35,974.98,252.37,4.0
ORD-50304,2022-12-17,North America,Apparel,Trail Shoes,SMB,Direct Web,1,125.69,125.69,73.99,51.7,3.5
ORD-50305,2022-12-19,Europe,Electronics,Smart Watch,SMB,Organic Search,1,287.61,287.61,210.59,77.02,3.8
ORD-50306,2022-12-19,Latin America,Electronics,Smart Watch,SMB,Paid Ads,2,286.2,572.4,315.75,256.65,
ORD-50307,2022-12-21,Europe,Home & Office,Desk Lamp,Enterprise,Organic Search,2,63.29,126.58,91.62,34.96,4.7
ORD-50308,2022-12-22,Europe,Electronics,Noise-Cancelling Headphones,Consumer,Direct Web,1,262.03,262.03,172.32,89.71,4.4
ORD-50309,2022-12-28,North America,Apparel,Merino Sweater,SMB,Paid Ads,2,111.0,221.99,106.46,115.53,4.3
ORD-50310,2022-12-29,Europe,Home & Office,Standing Desk,Enterprise,Paid Ads,1,612.85,612.85,480.74,132.11,3.9
ORD-50311,2022-12-29,Europe,Home & Office,Desk Lamp,Enterprise,Paid Ads,2,67.42,134.84,68.27,66.57,5.0
ORD-50312,2022-12-30,Asia-Pacific,Home & Office,Ergonomic Chair,Consumer,Direct Web,2,365.15,730.3,445.08,285.22,4.1
ORD-50313,2023-01-03,North America,Electronics,Ultra HD Monitor,Enterprise,Paid Ads,2,434.47,868.94,400.21,468.73,
ORD-50314,2023-01-07,North America,Home & Office,Coffee Maker,Consumer,Organic Search,1,180.15,180.15,81.76,98.39,3.0
ORD-50315,2023-01-07,North America,Beauty & Care,Hydration Cream,Consumer,Direct Web,1,45.14,45.14,20.54,24.6,3.1
ORD-50316,2023-01-08,Europe,Electronics,Ultra HD Monitor,SMB,Organic Search,2,445.58,891.16,525.15,366.01,5.0
ORD-50317,2023-01-08,Europe,Home & Office,Standing Desk,Consumer,Affiliate,2,623.12,1246.24,774.94,471.3,5.0
ORD-50318,2023-01-11,Asia-Pacific,Electronics,Ultra HD Monitor,Consumer,Organic Search,1,429.98,429.98,219.76,210.22,3.4
ORD-50319,2023-01-15,Latin America,Beauty & Care,Face Cleanser,SMB,Direct Web,1,26.85,26.85,19.52,7.33,3.8
ORD-50320,2023-01-16,North America,Home & Office,Desk Lamp,SMB,Paid Ads,2,63.63,127.26,71.35,55.91,4.7
ORD-50321,2023-01-16,North America,Electronics,Noise-Cancelling Headphones,SMB,Affiliate,1,238.89,238.89,139.31,99.58,3.2
ORD-50322,2023-01-17,Asia-Pacific,Electronics,Pro Laptop,Consumer,Affiliate,1,1259.87,1259.87,617.73,642.14,2.9
ORD-50323,2023-01-17,Europe,Home & Office,Standing Desk,Enterprise,Organic Search,1,612.89,612.89,357.73,255.16,3.1
ORD-50324,2023-01-17,Asia-Pacific,Electronics,Ultra HD Monitor,Enterprise,Direct Web,2,452.89,905.78,710.17,195.61,4.1
ORD-50325,2023-01-17,Europe,Beauty & Care,Serum Pack,Enterprise,Paid Ads,4,82.61,330.46,237.91,92.55,4.7
ORD-50326,2023-01-19,Europe,Beauty & Care,Hydration Cream,Consumer,Organic Search,2,43.02,86.05,56.96,29.09,4.7
ORD-50327,2023-01-20,Asia-Pacific,Electronics,Pro Laptop,SMB,Organic Search,2,1257.44,2514.89,1197.62,1317.27,4.8
ORD-50328,2023-01-20,Europe,Home & Office,Ergonomic Chair,Enterprise,Paid Ads,2,365.42,730.84,402.82,328.02,4.3
ORD-50329,2023-01-20,North America,Apparel,Performance Jacket,SMB,Direct Web,8,167.25,1337.96,630.69,707.27,4.3
ORD-50330,2023-01-21,North America,Electronics,Pro Laptop,Consumer,Organic Search,1,1153.17,1153.17,622.02,531.15,4.6
ORD-50331,2023-01-23,Latin America,Electronics,Noise-Cancelling Headphones,Enterprise,Paid Ads,2,246.89,493.78,383.13,110.65,4.1
ORD-50332,2023-01-27,North America,Beauty & Care,Mineral Sunscreen,Consumer,Affiliate,2,33.41,66.83,52.27,14.56,4.5
ORD-50333,2023-01-29,North America,Apparel,Merino Sweater,Consumer,Organic Search,1,111.15,111.15,84.8,26.35,4.3
ORD-50334,2023-01-30,Europe,Apparel,Performance Jacket,Enterprise,Organic Search,4,165.06,660.22,520.16,140.06,3.6
ORD-50335,2023-02-01,Europe,Electronics,Smart Watch,SMB,Paid Ads,1,304.96,304.96,144.76,160.2,4.4
ORD-50336,2023-02-02,Asia-Pacific,Electronics,Smart Watch,SMB,Organic Search,2,297.88,595.77,363.8,231.97,5.0
ORD-50337,2023-02-04,Asia-Pacific,Electronics,Ultra HD Monitor,SMB,Direct Web,1,441.08,441.08,284.95,156.13,4.9
ORD-50338,2023-02-05,Europe,Electronics,Ultra HD Monitor,SMB,Paid Ads,4,434.43,1737.7,1371.62,366.08,3.1
ORD-50339,2023-02-05,North America,Beauty & Care,Face Cleanser,SMB,Organic Search,5,27.06,135.29,90.46,44.83,3.7
ORD-50340,2023-02-07,Asia-Pacific,Home & Office,Desk Lamp,Enterprise,Paid Ads,1,64.07,64.07,46.97,17.1,4.7
ORD-50341,2023-02-07,North America,Apparel,Performance Jacket,Consumer,Paid Ads,3,160.98,482.93,251.15,231.78,4.5
ORD-50342,2023-02-07,Europe,Home & Office,Coffee Maker,SMB,Direct Web,3,171.59,514.78,366.81,147.97,2.9
ORD-50343,2023-02-09,Latin America,Electronics,Smart Watch,Enterprise,Paid Ads,1,295.53,295.53,153.12,142.41,4.9
ORD-50344,2023-02-10,Latin America,Electronics,Smart Watch,SMB,Organic Search,2,297.71,595.42,336.27,259.15,4.6
ORD-50345,2023-02-14,Europe,Electronics,Smart Watch,Consumer,Direct Web,1,302.01,302.01,170.33,131.68,4.3
ORD-50346,2023-02-14,Asia-Pacific,Beauty & Care,Face Cleanser,SMB,Organic Search,1,28.92,28.92,20.17,8.75,5.0
ORD-50347,2023-02-14,Europe,Electronics,Noise-Cancelling Headphones,SMB,Organic Search,2,248.61,497.21,390.63,106.58,4.3
ORD-50348,2023-02-15,Europe,Electronics,Pro Laptop,Enterprise,Direct Web,1,1210.5,1210.5,964.26,246.24,4.6
ORD-50349,2023-02-15,Europe,Beauty & Care,Hydration Cream,Consumer,Affiliate,1,44.68,44.68,26.67,18.01,3.2
ORD-50350,2023-02-18,North America,Home & Office,Standing Desk,SMB,Organic Search,2,598.0,1196.0,884.67,311.33,2.6
ORD-50351,2023-02-18,Europe,Home & Office,Coffee Maker,Consumer,Paid Ads,1,187.78,187.78,89.47,98.31,3.6
ORD-50352,2023-02-20,Europe,Home & Office,Ergonomic Chair,Consumer,Direct Web,3,335.49,1006.46,723.0,283.46,3.3
ORD-50353,2023-02-20,Europe,Home & Office,Coffee Maker,Consumer,Affiliate,2,173.28,346.55,249.69,96.86,4.5
ORD-50354,2023-02-20,North America,Beauty & Care,Serum Pack,SMB,Affiliate,1,85.27,85.27,58.7,26.57,4.8
ORD-50355,2023-02-21,Asia-Pacific,Beauty & Care,Face Cleanser,SMB,Direct Web,3,28.86,86.59,53.63,32.96,4.9
ORD-50356,2023-02-22,North America,Electronics,Noise-Cancelling Headphones,Enterprise,Paid Ads,2,259.43,518.86,263.1,255.76,4.5
ORD-50357,2023-02-24,North America,Home & Office,Desk Lamp,Consumer,Affiliate,1,67.95,67.95,32.94,35.01,3.7
ORD-50358,2023-02-24,Europe,Beauty & Care,Hydration Cream,SMB,Organic Search,2,44.58,89.17,68.64,20.53,5.0
ORD-50359,2023-02-25,Europe,Apparel,Merino Sweater,SMB,Direct Web,1,107.37,107.37,79.73,27.64,4.2
ORD-50360,2023-02-26,Asia-Pacific,Apparel,Merino Sweater,Enterprise,Organic Search,1,115.32,115.32,60.59,54.73,4.4
ORD-50361,2023-02-26,North America,Electronics,Noise-Cancelling Headphones,Consumer,Paid Ads,2,253.64,507.29,287.16,220.13,5.0
ORD-50362,2023-03-01,Asia-Pacific,Electronics,Ultra HD Monitor,SMB,Organic Search,1,457.86,457.86,218.87,238.99,5.0
ORD-50363,2023-03-02,North America,Home & Office,Ergonomic Chair,SMB,Organic Search,1,338.8,338.8,182.62,156.18,5.0
ORD-50364,2023-03-06,Latin America,Apparel,Trail Shoes,SMB,Organic Search,2,136.08,272.16,190.8,81.36,3.9
ORD-50365,2023-03-09,Latin America,Home & Office,Ergonomic Chair,SMB,Direct Web,2,334.21,668.42,424.57,243.85,4.6
ORD-50366,2023-03-11,Latin America,Home & Office,Desk Lamp,SMB,Paid Ads,2,63.98,127.96,88.12,39.84,3.2
ORD-50367,2023-03-13,North America,Apparel,Classic Tee,Consumer,Direct Web,1,36.36,36.36,19.59,16.77,2.6
ORD-50368,2023-03-13,Latin America,Electronics,Noise-Cancelling Headphones,SMB,Direct Web,1,260.3,260.3,200.13,60.17,5.0
ORD-50369,2023-03-18,Europe,Beauty & Care,Face Cleanser,Consumer,Affiliate,2,27.92,55.84,44.2,11.64,4.9
ORD-50370,2023-03-20,Europe,Home & Office,Ergonomic Chair,Enterprise,Organic Search,4,357.88,1431.52,1103.68,327.84,
ORD-50371,2023-03-20,North America,Apparel,Classic Tee,Enterprise,Paid Ads,1,36.59,36.59,27.31,9.28,5.0
ORD-50372,2023-03-22,Latin America,Apparel,Merino Sweater,Enterprise,Organic Search,1,112.47,112.47,64.22,48.25,3.2
ORD-50373,2023-03-23,North America,Electronics,Ultra HD Monitor,Consumer,Paid Ads,4,444.58,1778.33,1266.43,511.9,3.4
ORD-50374,2023-03-23,Asia-Pacific,Apparel,Trail Shoes,Consumer,Organic Search,2,128.38,256.77,182.86,73.91,4.3
ORD-50375,2023-03-25,North America,Electronics,Pro Laptop,Consumer,Organic Search,3,1256.46,3769.38,2807.33,962.05,3.3
ORD-50376,2023-03-25,Europe,Home & Office,Ergonomic Chair,Enterprise,Organic Search,3,352.81,1058.43,845.75,212.68,5.0
ORD-50377,2023-03-25,Europe,Electronics,Pro Laptop,SMB,Direct Web,1,1161.31,1161.31,706.49,454.82,4.6
ORD-50378,2023-03-26,Asia-Pacific,Home & Office,Ergonomic Chair,Consumer,Direct Web,1,338.8,338.8,161.58,177.22,4.7
ORD-50379,2023-03-29,North America,Home & Office,Desk Lamp,SMB,Organic Search,3,66.88,200.64,119.73,80.91,4.4
ORD-50380,2023-03-30,Asia-Pacific,Apparel,Merino Sweater,SMB,Direct Web,1,110.36,110.36,80.69,29.67,3.9
ORD-50381,2023-03-30,North America,Home & Office,Ergonomic Chair,Enterprise,Affiliate,3,363.14,1089.42,590.08,499.34,3.0
ORD-50382,2023-03-30,Asia-Pacific,Beauty & Care,Hydration Cream,Consumer,Organic Search,2,46.38,92.76,65.89,26.87,3.9
ORD-50383,2023-03-31,Latin America,Home & Office,Desk Lamp,Consumer,Direct Web,2,66.27,132.54,93.56,38.98,4.6
ORD-50384,2023-04-02,Asia-Pacific,Electronics,Ultra HD Monitor,Consumer,Direct Web,3,449.01,1347.04,864.77,482.27,4.5
ORD-50385,2023-04-03,North America,Apparel,Performance Jacket,SMB,Organic Search,1,159.05,159.05,109.58,49.47,4.6
ORD-50386,2023-04-04,North America,Home & Office,Ergonomic Chair,Consumer,Organic Search,1,340.03,340.03,271.15,68.88,
ORD-50387,2023-04-08,Europe,Electronics,Noise-Cancelling Headphones,Consumer,Organic Search,1,252.47,252.47,181.29,71.18,4.9
ORD-50388,2023-04-10,North America,Home & Office,Desk Lamp,Enterprise,Paid Ads,1,65.91,65.91,31.35,34.56,4.4
ORD-50389,2023-04-10,Asia-Pacific,Home & Office,Ergonomic Chair,Enterprise,Paid Ads,2,349.98,699.97,371.46,328.51,4.0
ORD-50390,2023-04-11,North America,Electronics,Smart Watch,Consumer,Direct Web,3,313.39,940.17,740.12,200.05,3.8
ORD-50391,2023-04-12,Europe,Home & Office,Desk Lamp,Consumer,Direct Web,3,65.22,195.67,151.35,44.32,3.2
ORD-50392,2023-04-12,Europe,Electronics,Pro Laptop,SMB,Direct Web,3,1236.08,3708.23,2275.11,1433.12,4.6
ORD-50393,2023-04-14,North America,Home & Office,Ergonomic Chair,SMB,Affiliate,1,363.89,363.89,269.26,94.63,5.0
ORD-50394,2023-04-15,Europe,Apparel,Merino Sweater,SMB,Direct Web,4,109.48,437.92,221.98,215.94,5.0
ORD-50395,2023-04-16,Asia-Pacific,Apparel,Performance Jacket,SMB,Paid Ads,1,155.04,155.04,103.16,51.88,3.3
ORD-50396,2023-04-19,Asia-Pacific,Apparel,Performance Jacket,SMB,Paid Ads,1,160.74,160.74,92.42,68.32,4.4
ORD-50397,2023-04-20,Europe,Beauty & Care,Mineral Sunscreen,Enterprise,Paid Ads,4,32.91,131.63,103.98,27.65,4.2
ORD-50398,2023-04-23,Europe,Electronics,Ultra HD Monitor,Consumer,Affiliate,4,458.48,1833.93,1311.12,522.81,3.3
ORD-50399,2023-04-27,Europe,Home & Office,Ergonomic Chair,Consumer,Paid Ads,2,360.74,721.48,464.85,256.63,2.4
ORD-50400,2023-04-30,North America,Electronics,Smart Watch,Enterprise,Paid Ads,1,299.11,299.11,212.26,86.85,3.9
ORD-50401,2023-04-30,North America,Beauty & Care,Face Cleanser,Consumer,Paid Ads,1,28.73,28.73,20.1,8.63,5.0
ORD-50402,2023-04-30,North America,Home & Office,Standing Desk,SMB,Direct Web,2,578.28,1156.57,,282.57,5.0
ORD-50403,2023-05-02,Europe,Home & Office,Ergonomic Chair,Enterprise,Direct Web,1,351.91,351.91,258.3,93.61,5.0
ORD-50404,2023-05-02,Europe,Home & Office,Desk Lamp,Consumer,Organic Search,4,66.0,264.01,185.66,78.35,4.4
ORD-50405,2023-05-02,North America,Electronics,Noise-Cancelling Headphones,Consumer,Paid Ads,2,249.22,498.43,261.22,237.21,
ORD-50406,2023-05-06,Europe,Electronics,Ultra HD Monitor,SMB,Organic Search,1,450.45,450.45,322.18,128.27,4.5
ORD-50407,2023-05-06,Europe,Beauty & Care,Mineral Sunscreen,SMB,Direct Web,2,33.54,67.08,52.44,14.64,3.3
ORD-50408,2023-05-08,North America,Beauty & Care,Serum Pack,Consumer,Direct Web,1,87.92,87.92,70.22,17.7,4.3
ORD-50409,2023-05-08,Europe,Electronics,Pro Laptop,Consumer,Paid Ads,1,1256.95,1256.95,833.61,423.34,
ORD-50410,2023-05-09,Asia-Pacific,Apparel,Merino Sweater,SMB,Organic Search,4,114.83,459.31,265.95,193.36,5.0
ORD-50411,2023-05-11,Asia-Pacific,Apparel,Classic Tee,Consumer,Organic Search,2,36.64,73.28,55.85,17.43,4.8
ORD-50412,2023-05-11,North America,Home & Office,Ergonomic Chair,SMB,Affiliate,1,353.91,353.91,210.7,143.21,4.3
ORD-50413,2023-05-13,North America,Apparel,Trail Shoes,Enterprise,Organic Search,4,126.2,504.81,327.25,177.56,2.6
ORD-50414,2023-05-15,Europe,Home & Office,Ergonomic Chair,Consumer,Direct Web,1,335.72,335.72,196.49,139.23,5.0
