CustomerID,SignupDate,Gender,SeniorCitizen,Partner,TenureMonths,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1277,2018-08-04,Female,0,No,65,Month-to-month,No,Mailed check,42.25,2756.39,No
CUST-1278,2023-08-02,Female,0,No,5,Month-to-month,Yes,Electronic check,63.63,344.89,No
CUST-1279,2023-11-02,Female,0,Yes,2,One year,No,Bank transfer,60.51,121.15,No
CUST-1280,2022-03-04,Female,0,No,22,Month-to-month,Yes,Electronic check,74.26,1652.29,Yes
CUST-1281,2019-04-05,Male,0,Yes,57,Month-to-month,Yes,Bank transfer,105.63,6070.06,Yes
CUST-1282,2018-07-05,Male,0,No,66,Month-to-month,Yes,Mailed check,89.62,5926.36,Yes
CUST-1283,2022-09-02,Male,0,Yes,16,Month-to-month,Yes,Credit card,34.83,566.63,Yes
CUST-1284,2019-10-04,Female,0,Yes,51,Two year,No,Credit card,103.54,5234.97,No
CUST-1285,2020-10-03,Male,0,Yes,39,Month-to-month,No,Mailed check,73.77,2798.11,Yes
CUST-1286,2020-09-02,Male,0,Yes,40,One year,Yes,Mailed check,84.24,3381.25,No
CUST-1287,2020-11-02,Female,0,No,38,Two year,Yes,Mailed check,106.06,4027.44,No
CUST-1288,2019-01-03,Male,0,Yes,60,Month-to-month,Yes,Credit card,33.88,2017.36,No
CUST-1289,2019-02-03,Female,0,Yes,59,Two year,Yes,Electronic check,64.0,3783.31,No
CUST-1290,2023-03-03,Male,0,Yes,10,Month-to-month,Yes,Electronic check,50.12,499.39,Yes
CUST-1291,2018-09-04,Male,1,Yes,64,Two year,No,Electronic check,21.1,1384.23,No
CUST-1292,2018-10-04,Female,1,Yes,63,Month-to-month,Yes,Mailed check,74.71,,Yes
CUST-1293,2019-12-04,Male,0,Yes,49,One year,Yes,Mailed check,125.0,6102.59,No
CUST-1294,2018-09-04,Male,0,No,64,Month-to-month,Yes,Credit card,18.0,1181.7,No
CUST-1295,2021-05-04,Female,0,No,32,Month-to-month,Yes,Electronic check,64.1,2044.69,No
CUST-1296,2023-06-03,Female,0,No,7,One year,Yes,Mailed check,82.94,596.38,No
CUST-1297,2022-04-03,Male,1,,21,One year,No,Credit card,68.45,1423.13,No
CUST-1298,2022-05-03,Female,0,Yes,20,Month-to-month,Yes,Credit card,61.83,1217.11,Yes
CUST-1299,2021-11-02,Male,0,No,26,Month-to-month,Yes,Mailed check,28.62,746.65,No
CUST-1300,2018-05-05,Male,0,Yes,68,One year,Yes,Mailed check,71.52,4863.74,No
CUST-1301,2022-10-02,Female,0,Yes,15,One year,Yes,Electronic check,43.81,,No
CUST-1302,2022-11-02,Female,0,Yes,14,Two year,Yes,Credit card,18.0,,No
CUST-1303,2021-10-03,Female,0,Yes,27,One year,No,Electronic check,98.45,2603.06,No
CUST-1304,2020-09-02,Female,0,,40,Two year,No,Credit card,91.83,3660.22,No
CUST-1305,2019-03-05,Prefer not to say,1,Yes,58,One year,Yes,Bank transfer,66.45,3877.91,No
CUST-1306,2021-09-02,Female,0,No,28,Month-to-month,Yes,Mailed check,71.41,1990.56,No
CUST-1307,2021-11-02,Male,0,No,26,Month-to-month,Yes,Electronic check,95.08,2464.69,Yes
CUST-1308,2018-10-04,Female,0,No,63,One year,Yes,Mailed check,71.28,4520.23,No
CUST-1309,2018-07-05,Male,0,No,66,One year,No,Mailed check,90.31,5939.1,No
CUST-1310,2021-12-02,Male,0,No,25,Month-to-month,No,Electronic check,56.67,1370.47,No
CUST-1311,2023-10-02,Male,0,No,3,Month-to-month,Yes,Bank transfer,101.74,300.4,Yes
CUST-1312,2020-05-04,Male,0,No,44,Two year,Yes,Credit card,73.98,3240.59,No
CUST-1313,2020-07-04,Prefer not to say,0,Yes,42,Month-to-month,Yes,Bank transfer,70.43,2929.07,Yes
CUST-1314,2023-07-03,Female,0,Yes,6,Month-to-month,No,Bank transfer,29.44,171.38,No
CUST-1315,2020-10-03,Female,0,Yes,39,Month-to-month,No,Electronic check,73.03,2862.92,Yes
CUST-1316,2019-09-04,Male,0,No,52,Month-to-month,Yes,Mailed check,41.71,2168.64,No
CUST-1317,2022-02-01,Male,1,No,23,Month-to-month,Yes,Electronic check,47.13,1093.2,Yes
CUST-1318,2019-11-03,Male,0,Yes,50,Month-to-month,No,Bank transfer,42.17,2162.9,No
CUST-1319,2020-06-03,Male,0,No,43,Month-to-month,Yes,Credit card,35.15,1501.16,No
CUST-1320,2022-06-03,Female,1,Yes,19,One year,Yes,Bank transfer,124.49,2373.66,Yes
CUST-1321,2018-04-05,Female,0,No,69,Month-to-month,Yes,Electronic check,102.28,7042.04,Yes
CUST-1322,2019-10-04,Female,1,Yes,51,Two year,No,Mailed check,118.77,6031.88,No
CUST-1323,2023-02-01,Male,0,Yes,11,Two year,Yes,Bank transfer,30.76,320.81,No
CUST-1324,2023-01-02,Female,0,Yes,12,Month-to-month,Yes,Mailed check,67.0,789.64,Yes
CUST-1325,2023-05-03,Female,0,Yes,8,One year,No,Credit card,,241.02,No
CUST-1326,2022-01-02,Female,0,Yes,24,Month-to-month,Yes,Credit card,45.52,1162.95,Yes
CUST-1327,2020-08-03,Female,0,Yes,41,Two year,Yes,Bank transfer,39.29,1589.41,No
CUST-1328,2021-01-02,Male,0,No,36,Month-to-month,Yes,Mailed check,99.71,3577.06,No
CUST-1329,2019-06-04,Male,0,No,55,One year,Yes,Electronic check,53.91,2963.16,No
CUST-1330,2023-04-03,Male,0,Yes,9,One year,No,Electronic check,94.91,866.06,Yes
CUST-1331,2020-02-03,Female,1,No,47,Month-to-month,Yes,Mailed check,81.92,3858.15,Yes
CUST-1332,2022-10-02,Male,1,No,15,Month-to-month,Yes,Mailed check,125.0,1913.52,Yes
CUST-1333,2020-01-03,Male,0,Yes,48,One year,Yes,Bank transfer,23.58,1059.05,No
CUST-1334,2020-07-04,Male,0,Yes,42,One year,No,Bank transfer,100.26,4139.31,No
CUST-1335,2019-01-03,Male,0,Yes,60,Month-to-month,No,Electronic check,97.1,5811.12,No
CUST-1336,2018-03-05,Female,0,Yes,70,One year,Yes,Mailed check,37.75,2675.42,No
CUST-1337,2023-01-02,Female,1,No,12,Month-to-month,Yes,Electronic check,93.2,1071.43,Yes
CUST-1338,2023-11-02,Male,0,Yes,2,One year,No,Electronic check,74.41,74.41,No
CUST-1339,2023-06-03,Male,0,No,7,Month-to-month,Yes,Credit card,58.63,427.55,Yes
CUST-1340,2023-10-02,Female,0,No,3,Two year,No,Electronic check,41.93,133.1,No
CUST-1341,2023-10-02,Male,0,Yes,3,Month-to-month,No,Mailed check,44.86,,Yes
CUST-1342,2021-10-03,Male,0,No,27,Month-to-month,No,Electronic check,,3274.96,No
CUST-1343,2020-09-02,Male,1,Yes,40,Month-to-month,Yes,Credit card,65.02,2571.71,No
CUST-1344,2021-04-03,Male,0,No,33,Month-to-month,Yes,Bank transfer,86.9,2871.02,Yes
CUST-1345,2023-12-02,Female,0,Yes,1,Month-to-month,No,Electronic check,42.85,42.85,No
CUST-1346,2023-05-03,Female,0,No,8,Month-to-month,Yes,Mailed check,43.16,360.1,Yes
CUST-1347,2021-05-04,Male,1,No,32,Two year,Yes,Bank transfer,95.3,,No
CUST-1348,2020-01-03,Male,1,Yes,48,Month-to-month,No,Credit card,27.21,1280.37,Yes
CUST-1349,2023-09-02,Female,0,No,4,Month-to-month,No,Electronic check,53.37,179.7,Yes
CUST-1350,2018-03-05,Female,0,No,70,Month-to-month,Yes,Credit card,65.95,4608.81,No
CUST-1351,2022-06-03,Female,0,No,19,Month-to-month,Yes,Credit card,68.12,1278.14,No
CUST-1352,2021-05-04,Female,0,No,32,Month-to-month,Yes,Credit card,59.99,1943.62,No
CUST-1353,2023-04-03,Male,1,No,9,Month-to-month,No,Bank transfer,76.08,,Yes
CUST-1354,2023-01-02,Male,0,Yes,12,Month-to-month,No,Bank transfer,84.4,1014.16,Yes
CUST-1355,2023-02-01,Female,0,Yes,11,Month-to-month,Yes,Mailed check,85.57,,Yes
CUST-1356,2020-03-04,Male,0,No,46,Month-to-month,Yes,Bank transfer,37.4,1776.1,Yes
CUST-1357,2022-09-02,Female,0,Yes,16,One year,No,Mailed check,57.04,898.19,No
CUST-1358,2023-12-02,Female,0,No,1,Month-to-month,Yes,Bank transfer,98.45,108.18,Yes
CUST-1359,2018-10-04,Female,0,No,63,Month-to-month,Yes,Mailed check,90.05,5619.03,Yes
CUST-1360,2022-04-03,Male,0,Yes,21,Two year,No,Bank transfer,26.56,486.0,No
CUST-1361,2021-07-03,Female,0,Yes,30,Month-to-month,Yes,Credit card,74.84,2270.54,Yes
CUST-1362,2022-12-02,Male,0,No,13,One year,No,Electronic check,18.0,233.83,No
CUST-1363,2021-03-04,Female,0,Yes,34,Month-to-month,Yes,Credit card,66.31,2289.9,No
CUST-1364,2023-09-02,Female,0,No,4,One year,Yes,Mailed check,118.14,431.36,Yes
CUST-1365,2021-09-02,Male,0,Yes,28,One year,No,Credit card,38.46,1092.48,No
CUST-1366,2019-02-03,Prefer not to say,0,No,59,Month-to-month,Yes,Mailed check,41.64,2512.82,No
CUST-1367,2021-10-03,Female,0,Yes,27,Two year,No,Mailed check,86.39,2345.12,No
CUST-1368,2018-04-05,Male,0,No,69,Month-to-month,Yes,Credit card,21.8,1512.5,No
CUST-1369,2021-12-02,Male,0,Yes,25,Month-to-month,Yes,Electronic check,47.28,1182.26,No
CUST-1370,2023-10-02,Male,0,No,3,One year,Yes,Credit card,81.7,197.97,Yes
CUST-1371,2018-05-05,Male,1,Yes,68,Two year,Yes,Mailed check,47.24,3252.99,No
CUST-1372,2021-12-02,Male,0,No,25,Month-to-month,Yes,Mailed check,58.39,1441.42,No
CUST-1373,2022-05-03,Female,0,No,20,Month-to-month,Yes,Electronic check,85.84,1731.93,Yes
CUST-1374,2021-03-04,Male,0,Yes,34,Month-to-month,Yes,Bank transfer,76.8,2564.31,No
CUST-1375,2021-11-02,Male,0,Yes,26,Month-to-month,Yes,Electronic check,72.47,1848.84,Yes
CUST-1376,2023-08-02,Female,0,Yes,5,One year,No,Electronic check,55.5,320.55,No
CUST-1377,2018-12-04,Male,0,No,61,Month-to-month,No,Electronic check,75.36,4586.54,No
CUST-1378,2023-04-03,Female,0,No,9,Month-to-month,No,Electronic check,61.54,597.46,Yes
CUST-1379,2019-11-03,Male,0,,50,Month-to-month,Yes,Credit card,77.82,3888.65,Yes
CUST-1380,2023-07-03,Male,0,Yes,6,Month-to-month,Yes,Credit card,51.09,251.28,Yes
CUST-1381,2019-01-03,Female,0,Yes,60,Month-to-month,No,Mailed check,59.89,3620.16,No
CUST-1382,2020-05-04,Female,0,No,44,One year,Yes,Bank transfer,37.28,1622.62,No
CUST-1383,2023-02-01,Female,0,Yes,11,Two year,Yes,Electronic check,64.02,725.18,No
CUST-1384,2018-07-05,Female,0,No,66,Two year,No,Bank transfer,42.29,2791.9,No
CUST-1385,2020-02-03,Female,0,Yes,47,Month-to-month,No,Credit card,33.81,1542.78,No
CUST-1386,2023-10-02,Male,0,No,3,Two year,Yes,Credit card,72.24,221.65,No
CUST-1387,2021-07-03,Male,0,Yes,30,One year,Yes,Mailed check,70.96,2194.69,No
CUST-1388,2022-04-03,Female,0,Yes,21,One year,No,Bank transfer,86.92,1840.11,No
CUST-1389,2021-09-02,Female,0,No,28,Month-to-month,Yes,Electronic check,52.93,1480.31,No
CUST-1390,2018-11-04,Prefer not to say,0,No,62,Month-to-month,No,Credit card,76.43,4770.92,No
CUST-1391,2021-04-03,Male,0,No,33,Month-to-month,No,Electronic check,80.42,2660.18,Yes
CUST-1392,2021-02-01,Male,0,Yes,35,Month-to-month,No,Bank transfer,77.45,2717.04,Yes
CUST-1393,2019-09-04,Female,0,Yes,52,Month-to-month,Yes,Bank transfer,41.88,2145.01,No
CUST-1394,2021-03-04,Male,0,No,34,Month-to-month,Yes,Bank transfer,69.18,2359.14,Yes
CUST-1395,2020-08-03,Female,0,No,41,Month-to-month,No,Electronic check,75.2,3114.26,Yes
CUST-1396,2019-10-04,Female,1,Yes,51,One year,No,Credit card,65.2,3300.12,No
CUST-1397,2020-02-03,Male,0,Yes,47,Month-to-month,No,Electronic check,18.0,,No
CUST-1398,2019-03-05,Female,1,Yes,58,Month-to-month,Yes,Bank transfer,69.49,4027.67,No
CUST-1399,2019-04-05,Female,0,No,57,Two year,Yes,Electronic check,125.0,7098.37,No
CUST-1400,2022-02-01,Male,0,Yes,23,Two year,No,Electronic check,,1293.09,No
CUST-1401,2020-01-03,Female,0,Yes,48,One year,No,Mailed check,44.61,2132.68,No
CUST-1402,2022-03-04,Female,1,Yes,22,Two year,No,Mailed check,75.45,1682.69,No
CUST-1403,2022-08-03,Female,0,Yes,17,Month-to-month,No,Electronic check,73.75,1245.0,Yes
CUST-1404,2018-04-05,Male,0,Yes,69,Two year,Yes,Electronic check,98.4,6787.81,No
CUST-1405,2023-02-01,Female,0,Yes,11,Month-to-month,No,Mailed check,29.78,342.39,No
CUST-1406,2022-10-02,Male,0,Yes,15,Month-to-month,No,Bank transfer,85.48,1290.93,Yes
CUST-1407,2021-02-01,Male,1,No,35,Month-to-month,Yes,Credit card,81.53,2793.68,Yes
CUST-1408,2021-04-03,Female,0,Yes,33,Month-to-month,No,Electronic check,61.02,1980.02,No
CUST-1409,2022-09-02,Male,0,No,16,Month-to-month,Yes,Mailed check,74.48,1219.56,Yes
CUST-1410,2021-03-04,Male,0,No,34,One year,Yes,Electronic check,93.82,3185.92,Yes
CUST-1411,2018-07-05,Female,1,No,66,One year,No,Electronic check,89.42,5886.01,No
CUST-1412,2020-09-02,Female,1,No,40,One year,Yes,Bank transfer,33.0,1279.24,No
CUST-1413,2021-09-02,Female,0,Yes,28,Month-to-month,Yes,Bank transfer,87.96,2430.49,Yes
CUST-1414,2020-02-03,Female,0,Yes,47,Two year,Yes,Electronic check,63.19,2909.28,No
CUST-1415,2020-10-03,Male,1,No,39,One year,Yes,Electronic check,67.04,2611.52,No
CUST-1416,2018-03-05,Male,0,No,70,Month-to-month,Yes,Electronic check,67.05,4675.55,No
CUST-1417,2022-05-03,Male,0,No,20,One year,Yes,Credit card,60.79,1186.8,No
CUST-1418,2023-12-02,Female,1,No,1,Month-to-month,No,Credit card,98.37,98.37,Yes
CUST-1419,2018-10-04,Female,0,No,63,Month-to-month,Yes,Electronic check,62.66,3958.5,No
CUST-1420,2018-06-05,Female,0,Yes,67,Two year,Yes,Electronic check,33.65,2317.35,No
CUST-1421,2023-09-02,Female,0,Yes,4,Month-to-month,Yes,Credit card,53.98,170.56,Yes
CUST-1422,2019-03-05,Male,1,,58,Month-to-month,No,Credit card,70.0,4094.78,No
CUST-1423,2021-12-02,Female,1,No,25,Two year,Yes,Mailed check,99.42,2514.69,No
CUST-1424,2020-02-03,Male,1,Yes,47,One year,No,Electronic check,81.89,3825.46,No
CUST-1425,2020-11-02,Female,0,No,38,Month-to-month,No,Electronic check,41.19,1571.32,No
CUST-1426,2022-10-02,Male,1,Yes,15,Month-to-month,No,Bank transfer,125.0,1861.27,Yes
CUST-1427,2018-10-04,Female,1,No,63,Month-to-month,Yes,Mailed check,72.41,4567.4,Yes
CUST-1428,2022-04-03,Male,0,Yes,21,One year,No,Electronic check,100.71,2160.18,Yes
CUST-1429,2019-04-05,Male,1,Yes,57,Month-to-month,Yes,Bank transfer,60.75,3480.92,No
CUST-1430,2019-08-04,Male,0,No,53,Month-to-month,No,Electronic check,79.93,,No
CUST-1431,2020-03-04,Female,0,Yes,46,Two year,No,Bank transfer,88.51,4058.55,No
CUST-1432,2022-11-02,Female,0,No,14,Month-to-month,Yes,Electronic check,99.11,1343.02,Yes
CUST-1433,2022-08-03,Male,0,No,17,Month-to-month,Yes,Electronic check,94.61,1602.12,Yes
CUST-1434,2020-10-03,Male,0,No,39,Month-to-month,Yes,Bank transfer,89.42,3523.58,No
CUST-1435,2023-04-03,Female,0,Yes,9,One year,No,Mailed check,56.18,,No
CUST-1436,2023-07-03,Male,0,Yes,6,Month-to-month,Yes,Credit card,48.99,262.29,No
CUST-1437,2022-02-01,Female,0,Yes,23,Month-to-month,Yes,Mailed check,74.31,1712.92,Yes
CUST-1438,2019-02-03,Female,0,No,59,Two year,Yes,Electronic check,91.13,5347.13,No
CUST-1439,2020-03-04,Male,0,No,46,Month-to-month,No,Bank transfer,58.76,2679.18,No
CUST-1440,2020-11-02,Male,0,No,38,Month-to-month,No,Electronic check,94.82,3590.45,Yes
CUST-1441,2022-11-02,Prefer not to say,0,No,14,Month-to-month,No,Credit card,105.67,1438.41,Yes
CUST-1442,2018-11-04,Male,0,No,62,Month-to-month,No,Mailed check,,2409.86,No
CUST-1443,2021-02-01,Male,0,No,35,Month-to-month,Yes,Mailed check,41.57,1476.05,No
CUST-1444,2022-06-03,Female,1,Yes,19,Month-to-month,Yes,Electronic check,61.07,1121.11,Yes
CUST-1445,2021-07-03,Female,0,No,30,Month-to-month,No,Mailed check,73.61,2160.36,Yes
CUST-1446,2021-12-02,Prefer not to say,0,Yes,25,Month-to-month,Yes,Credit card,50.31,1238.85,No
CUST-1447,2020-09-02,Female,0,No,40,Two year,Yes,Credit card,102.86,4136.36,No
CUST-1448,2022-11-02,Male,1,No,14,Two year,Yes,Electronic check,76.87,1070.27,Yes
CUST-1449,2021-11-02,Male,0,No,26,One year,Yes,Electronic check,66.1,1704.66,No
CUST-1450,2022-03-04,Female,1,Yes,22,Two year,Yes,Credit card,24.79,546.71,No
CUST-1451,2020-01-03,Female,0,Yes,48,Month-to-month,No,Credit card,28.16,1299.31,Yes
CUST-1452,2019-10-04,Male,1,Yes,51,Two year,Yes,Electronic check,72.87,3731.21,No
CUST-1453,2023-10-02,Female,0,Yes,3,Month-to-month,Yes,Mailed check,18.0,,Yes
CUST-1454,2020-07-04,Male,1,Yes,42,Two year,Yes,Electronic check,93.35,3908.42,No
CUST-1455,2022-06-03,Female,0,No,19,Two year,No,Credit card,60.57,1181.01,No
CUST-1456,2021-09-02,Male,0,No,28,One year,Yes,Electronic check,125.0,3466.18,No
CUST-1457,2020-04-03,Male,0,Yes,45,Two year,No,Electronic check,125.0,5658.84,No
CUST-1458,2018-02-03,Male,0,Yes,71,One year,No,Bank transfer,59.92,4258.95,No
CUST-1459,2018-10-04,Male,0,,63,Month-to-month,Yes,Electronic check,62.02,3897.16,Yes
CUST-1460,2022-06-03,Male,1,No,19,Month-to-month,No,Mailed check,92.88,1764.12,Yes
CUST-1461,2020-02-03,Female,1,Yes,47,One year,No,Mailed check,112.69,5293.21,No
CUST-1462,2022-11-02,Female,0,No,14,Month-to-month,No,Electronic check,19.14,304.57,Yes
CUST-1463,2020-11-02,Female,0,Yes,38,One year,No,Mailed check,18.0,651.7,No
CUST-1464,2019-08-04,Prefer not to say,0,No,53,Two year,Yes,Mailed check,47.58,2498.86,No
CUST-1465,2018-12-04,Male,0,,61,Month-to-month,Yes,Electronic check,81.32,4991.61,Yes
CUST-1466,2021-01-02,Male,0,Yes,36,One year,Yes,Bank transfer,78.91,2822.89,No
CUST-1467,2020-09-02,Female,0,No,40,Two year,Yes,Credit card,94.95,3825.02,No
CUST-1468,2021-07-03,Male,0,Yes,30,Two year,No,Bank transfer,31.41,993.28,No
CUST-1469,2023-04-03,Prefer not to say,0,No,9,Two year,Yes,Electronic check,18.0,149.95,No
CUST-1470,2018-09-04,Male,0,Yes,64,Month-to-month,No,Electronic check,89.02,5717.72,Yes
CUST-1471,2021-04-03,Prefer not to say,0,No,33,Two year,No,Electronic check,41.81,1345.12,No
CUST-1472,2019-09-04,Male,0,No,52,One year,No,Mailed check,18.0,958.64,No
CUST-1473,2022-11-02,Female,0,No,14,Month-to-month,No,Mailed check,69.06,972.82,Yes
CUST-1474,2019-08-04,Female,1,No,53,Month-to-month,Yes,Bank transfer,87.21,4636.32,Yes
CUST-1475,2019-02-03,Prefer not to say,0,Yes,59,One year,Yes,Electronic check,61.58,3613.85,No
CUST-1476,2020-08-03,Male,0,Yes,41,Month-to-month,Yes,Electronic check,52.18,,No
CUST-1477,2018-05-05,Female,0,Yes,68,One year,Yes,Mailed check,60.54,4131.82,No
CUST-1478,2018-05-05,Prefer not to say,0,Yes,68,One year,Yes,Bank transfer,54.62,3652.26,No
CUST-1479,2023-05-03,Female,1,No,8,Month-to-month,Yes,Electronic check,27.25,208.48,No
CUST-1480,2023-11-02,Female,0,Yes,2,One year,No,Bank transfer,44.99,118.22,No
CUST-1481,2020-08-03,Female,0,No,41,One year,Yes,Electronic check,79.6,3269.36,No
CUST-1482,2019-06-04,Male,0,No,55,Month-to-month,Yes,Credit card,74.01,4129.0,Yes
CUST-1483,2022-09-02,Female,1,No,16,Month-to-month,No,Credit card,69.71,1146.11,Yes
CUST-1484,2018-11-04,Female,1,Yes,62,Month-to-month,Yes,Electronic check,37.14,2283.06,Yes
CUST-1485,2020-01-03,Female,0,No,48,Month-to-month,Yes,Electronic check,,2876.98,Yes
CUST-1486,2021-07-03,Male,0,No,30,Two year,No,Mailed check,18.0,538.58,No
CUST-1487,2023-01-02,Male,0,Yes,12,Month-to-month,No,Electronic check,70.0,792.53,No
CUST-1488,2021-02-01,Female,1,No,35,One year,No,Bank transfer,105.01,3647.14,No
CUST-1489,2023-02-01,Female,0,No,11,Month-to-month,Yes,Credit card,23.72,244.1,Yes
CUST-1490,2018-09-04,Male,1,Yes,64,Month-to-month,No,Bank transfer,,3048.67,No
CUST-1491,2019-11-03,Female,0,Yes,50,Two year,No,Credit card,74.21,,No
CUST-1492,2022-04-03,Male,0,Yes,21,One year,Yes,Mailed check,100.08,2094.21,Yes
CUST-1493,2018-04-05,Male,0,Yes,69,Month-to-month,No,Electronic check,52.45,3568.86,No
CUST-1494,2020-01-03,Male,0,Yes,48,Month-to-month,No,Bank transfer,45.62,2201.89,No
CUST-1495,2022-05-03,Male,0,Yes,20,Month-to-month,Yes,Mailed check,18.0,381.48,No
CUST-1496,2018-06-05,Female,0,Yes,67,Month-to-month,Yes,Bank transfer,67.9,4556.11,No
CUST-1497,2020-05-04,Male,0,Yes,44,One year,No,Electronic check,122.18,5366.2,No
CUST-1498,2021-04-03,Prefer not to say,0,No,33,Month-to-month,No,Electronic check,72.77,2419.15,Yes
CUST-1499,2018-12-04,Prefer not to say,0,No,61,Month-to-month,Yes,Credit card,64.38,3947.59,No
CUST-1500,2023-04-03,Female,0,,9,Month-to-month,No,Electronic check,74.02,675.4,Yes
CUST-1501,2018-05-05,Female,1,Yes,68,Two year,Yes,Credit card,64.69,4374.18,No
CUST-1502,2021-02-01,Male,1,Yes,35,Two year,Yes,Credit card,42.24,1486.7,No
CUST-1503,2018-08-04,Female,1,Yes,65,Month-to-month,Yes,Bank transfer,88.05,5759.11,Yes
CUST-1504,2023-05-03,Female,1,Yes,8,One year,No,Bank transfer,71.32,552.66,No
CUST-1505,2020-04-03,Male,0,Yes,45,Month-to-month,No,Bank transfer,65.49,3009.99,No
CUST-1506,2020-02-03,Female,0,No,47,Month-to-month,Yes,Credit card,37.69,1755.66,No
CUST-1507,2020-09-02,Female,0,Yes,40,One year,Yes,Electronic check,101.5,4060.97,No
CUST-1508,2019-07-05,Female,0,No,54,Two year,Yes,Mailed check,83.61,4494.77,No
CUST-1509,2020-03-04,Female,0,No,46,Two year,No,Bank transfer,,2284.62,No
CUST-1510,2020-02-03,Female,0,Yes,47,One year,No,Mailed check,93.05,4321.08,No
CUST-1511,2022-10-02,Male,0,Yes,15,Month-to-month,No,Mailed check,51.07,749.67,Yes
CUST-1512,2022-06-03,Female,0,No,19,One year,No,Electronic check,43.1,786.14,No
CUST-1513,2021-11-02,Female,0,Yes,26,Month-to-month,No,Bank transfer,,,No
CUST-1514,2019-09-04,Male,0,Yes,52,One year,Yes,Credit card,18.0,965.83,No
CUST-1515,2022-03-04,Male,0,No,22,Month-to-month,Yes,Electronic check,78.2,1739.78,Yes
CUST-1516,2022-04-03,Male,0,Yes,21,One year,Yes,Credit card,18.0,306.85,Yes
CUST-1517,2019-10-04,Female,1,No,51,Month-to-month,No,Bank transfer,30.6,1621.86,No
CUST-1518,2020-11-02,Prefer not to say,0,No,38,Month-to-month,No,Credit card,18.0,692.86,No
CUST-1519,2022-05-03,Male,0,Yes,20,Two year,Yes,Bank transfer,62.59,1228.51,No
CUST-1520,2021-08-03,Female,1,Yes,29,Month-to-month,No,Bank transfer,60.79,1767.62,No
CUST-1521,2019-10-04,Male,1,Yes,51,Month-to-month,Yes,Electronic check,55.85,2853.64,No
CUST-1522,2023-09-02,Prefer not to say,1,Yes,4,Month-to-month,Yes,Credit card,35.81,123.23,Yes
CUST-1523,2019-06-04,Female,0,Yes,55,Month-to-month,No,Electronic check,32.18,1775.84,No
CUST-1524,2018-02-03,Female,0,No,71,Month-to-month,No,Credit card,78.0,5519.78,Yes
CUST-1525,2021-09-02,Male,0,Yes,28,Month-to-month,No,Credit card,49.58,1376.11,Yes
CUST-1526,2023-09-02,Male,0,Yes,4,Two year,Yes,Electronic check,73.86,274.85,Yes
CUST-1527,2022-03-04,Male,0,No,22,Month-to-month,Yes,Electronic check,40.21,841.64,Yes
CUST-1528,2020-04-03,Male,0,No,45,Two year,No,Bank transfer,70.07,3157.53,No
CUST-1529,2018-06-05,Female,0,No,67,One year,Yes,Electronic check,101.49,6817.39,Yes
CUST-1530,2018-07-05,Female,0,Yes,66,Month-to-month,Yes,Credit card,81.41,5388.51,No
CUST-1531,2021-03-04,Prefer not to say,0,No,34,One year,No,Electronic check,,1841.9,No
CUST-1532,2019-06-04,Prefer not to say,0,No,55,Month-to-month,Yes,Electronic check,72.2,3980.73,Yes
CUST-1533,2023-12-02,Female,0,Yes,1,One year,No,Credit card,58.26,,No
CUST-1534,2020-11-02,Female,0,Yes,38,Month-to-month,No,Bank transfer,65.22,2503.55,No
CUST-1535,2023-07-03,Female,0,No,6,Month-to-month,Yes,Credit card,55.88,294.55,Yes
CUST-1536,2021-12-02,Female,1,Yes,25,Two year,Yes,Electronic check,60.4,1482.98,No
CUST-1537,2022-08-03,Male,0,Yes,17,Two year,No,Bank transfer,,1177.05,Yes
CUST-1538,2018-12-04,Male,0,Yes,61,Two year,No,Bank transfer,37.19,2300.99,No
CUST-1539,2023-01-02,Male,0,Yes,12,Month-to-month,No,Bank transfer,36.56,467.0,Yes
CUST-1540,2023-07-03,Female,1,No,6,One year,No,Bank transfer,26.12,171.34,No
CUST-1541,2021-10-03,Female,0,No,27,Month-to-month,No,Bank transfer,,577.29,No
CUST-1542,2023-05-03,Male,0,No,8,Month-to-month,No,Mailed check,30.92,220.98,No
CUST-1543,2018-08-04,Female,0,Yes,65,Month-to-month,Yes,Electronic check,69.46,4525.36,No
CUST-1544,2019-04-05,Female,0,Yes,57,One year,Yes,Bank transfer,40.0,2276.24,No
CUST-1545,2020-09-02,Male,1,Yes,40,Month-to-month,Yes,Electronic check,79.38,3200.61,No
CUST-1546,2022-11-02,Male,0,Yes,14,Month-to-month,Yes,Bank transfer,65.97,920.12,Yes
CUST-1547,2021-02-01,Female,0,Yes,35,Two year,Yes,Electronic check,18.0,618.45,No
CUST-1548,2020-01-03,Female,1,No,48,Month-to-month,Yes,Bank transfer,83.34,4016.55,No
CUST-1549,2019-05-05,Female,1,Yes,56,Month-to-month,No,Bank transfer,87.7,4937.49,Yes
CUST-1550,2019-12-04,Female,0,No,49,Month-to-month,Yes,Electronic check,37.17,1801.28,Yes
CUST-1551,2022-12-02,Female,1,Yes,13,Two year,Yes,Electronic check,76.77,996.18,Yes
CUST-1552,2018-12-04,Female,0,Yes,61,Month-to-month,Yes,Electronic check,41.02,2470.47,No
CUST-1553,2019-12-04,Female,0,Yes,49,Month-to-month,Yes,Bank transfer,67.73,3243.83,No
